segment_id,asset_name,source_row,translation_ru
gameplay:GameplayStrings:86:partnerQuitLevel,GameplayStrings,86,Ваш напарник вышел из игры.\nВы должны вернуться в главное меню.
gameplay:GameplayStrings:87:ok,GameplayStrings,87,ОК
gameplay:GameplayStrings:88:okay,GameplayStrings,88,ОК
gameplay:GameplayStrings:89:gameplay,GameplayStrings,89,Игра
gameplay:GameplayStrings:90:input,GameplayStrings,90,Управление
gameplay:GameplayStrings:91:collect,GameplayStrings,91,Собрать
gameplay:GameplayStrings:92:journal,GameplayStrings,92,Журнал
gameplay:GameplayStrings:93:graphics,GameplayStrings,93,Графика
gameplay:GameplayStrings:94:audio,GameplayStrings,94,Звук
gameplay:GameplayStrings:95:optionsResolution,GameplayStrings,95,Разрешение
gameplay:GameplayStrings:96:optionsFOV,GameplayStrings,96,Поле зрения
gameplay:GameplayStrings:97:optionsFullscreen,GameplayStrings,97,Полноэкранный режим?
gameplay:GameplayStrings:98:optionsUseVSync,GameplayStrings,98,VSync?
gameplay:GameplayStrings:99:optionsQuality,GameplayStrings,99,Качество
gameplay:GameplayStrings:100:resetGraphicsSettings,GameplayStrings,100,Сбросить настройки графики
gameplay:GameplayStrings:101:optionsMasterVolume,GameplayStrings,101,Общая громкость
gameplay:GameplayStrings:102:optionsMusicVolume,GameplayStrings,102,Громкость музыки
gameplay:GameplayStrings:103:optionsSFXVolume,GameplayStrings,103,Громкость эффектов
gameplay:GameplayStrings:104:optionsVOVolume,GameplayStrings,104,Громкость озвучки
gameplay:GameplayStrings:105:optionsVoiceChatEnabled,GameplayStrings,105,Голосовой чат
gameplay:GameplayStrings:106:optionsVoiceChatThreshold,GameplayStrings,106,Порог голосового чата
gameplay:GameplayStrings:107:optionsVoiceChatVolume,GameplayStrings,107,Громкость голосового чата
gameplay:GameplayStrings:108:optionsAudioDeviceToUse,GameplayStrings,108,Аудиоустройство
gameplay:GameplayStrings:109:resetAudioSettings,GameplayStrings,109,Сбросить настройки звука
gameplay:GameplayStrings:110:optionsLanguage,GameplayStrings,110,Язык
gameplay:GameplayStrings:111:optionsPauseGameOnMinimize,GameplayStrings,111,Пауза при сворачивании?
gameplay:GameplayStrings:112:optionsSubtitles,GameplayStrings,112,Субтитры включены?
gameplay:GameplayStrings:113:resetGameplaySettings,GameplayStrings,113,Сбросить настройки игры
gameplay:GameplayStrings:114:optionsLookSensitivity,GameplayStrings,114,Чувствительность камеры
gameplay:GameplayStrings:115:optionsCursorSensitivity,GameplayStrings,115,Чувствительность курсора
gameplay:GameplayStrings:116:optionsInvertedLook,GameplayStrings,116,Инверсия камеры?
gameplay:GameplayStrings:117:optionsLookAssist,GameplayStrings,117,Ассистент обзора?
gameplay:GameplayStrings:118:optionsStrobingEnabled,GameplayStrings,118,Мигающий свет?
gameplay:GameplayStrings:119:resetInputSettings,GameplayStrings,119,Сбросить настройки управления
gameplay:GameplayStrings:120:playerOne,GameplayStrings,120,Игрок 1
gameplay:GameplayStrings:121:debugMode,GameplayStrings,121,Режим отладки включён?
gameplay:GameplayStrings:122:playerTwo,GameplayStrings,122,Игрок 2
gameplay:GameplayStrings:123:eraseData,GameplayStrings,123,Стереть данные
gameplay:GameplayStrings:124:deleteSavedData,GameplayStrings,124,Удалить сохранённые данные
gameplay:GameplayStrings:125:delete,GameplayStrings,125,Удалить
gameplay:GameplayStrings:126:settingsSkipLevel,GameplayStrings,126,[Отладка] Пропустить текущий уровень
gameplay:GameplayStrings:127:skipLevel,GameplayStrings,127,Пропустить уровень
gameplay:GameplayStrings:128:confirmDelete,GameplayStrings,128,"Ты уверен, что хочешь удалить все сохранённые данные? Это действие необратимо, и ты вернёшься в главное меню."
gameplay:GameplayStrings:129:dataDeletedSuccessfully,GameplayStrings,129,Данные успешно удалены
gameplay:GameplayStrings:130:mustBeInMainMenuToDelete,GameplayStrings,130,Данные можно удалять только из главного меню
gameplay:GameplayStrings:131:log,GameplayStrings,131,Дневник
gameplay:GameplayStrings:132:headmaster,GameplayStrings,132,Директор
gameplay:GameplayStrings:133:eel,GameplayStrings,133,Ил
gameplay:GameplayStrings:134:slip,GameplayStrings,134,Профессор Слип
gameplay:GameplayStrings:135:allie,GameplayStrings,135,Профессор Бонилья
gameplay:GameplayStrings:136:quanty,GameplayStrings,136,Кванти
gameplay:GameplayStrings:137:jeb,GameplayStrings,137,Джеб
gameplay:GameplayStrings:138:employee,GameplayStrings,138,Сотрудница
gameplay:GameplayStrings:139:rival,GameplayStrings,139,Гиллиан
gameplay:GameplayStrings:140:youveEscaped,GameplayStrings,140,Вы сбежали
gameplay:GameplayStrings:141:escapeFailed,GameplayStrings,141,Побег не удался
gameplay:GameplayStrings:142:nextHint,GameplayStrings,142,Показать ещё
gameplay:GameplayStrings:143:newItem,GameplayStrings,143,Новый предмет:
gameplay:GameplayStrings:144:skyboundlegal,GameplayStrings,144,"Skybound, Skybound Games и все связанные логотипы являются зарегистрированными или иным образом защищёнными товарными знаками Skybound, LLC, используемыми с разрешения. Все права защищены."
gameplay:GameplayStrings:145:8bitlegal,GameplayStrings,145,"iam8bit® и связанный с ним логотип являются товарными знаками iam8bit, Inc. Все права защищены."
gameplay:GameplayStrings:146:coincrewlegal,GameplayStrings,146,"Coin Crew Games, Inc. является зарегистрированным или иным образом защищённым товарным знаком Coin Crew Games, Inc., используемым с разрешения. Все права защищены."
gameplay:GameplayStrings:147:controls,GameplayStrings,147,Управление
gameplay:GameplayStrings:148:languageOnlyMainMenu,GameplayStrings,148,Можно изменить только в главном меню
gameplay:GameplayStrings:149:colorblindMode,GameplayStrings,149,Режим для дальтоников?
gameplay:GameplayStrings:150:color_red,GameplayStrings,150,Красный
gameplay:GameplayStrings:151:color_yellow,GameplayStrings,151,Жёлтый
gameplay:GameplayStrings:152:color_orange,GameplayStrings,152,Оранжевый
gameplay:GameplayStrings:153:color_blue,GameplayStrings,153,Синий
gameplay:GameplayStrings:154:color_green,GameplayStrings,154,Зелёный
gameplay:GameplayStrings:155:color_purple,GameplayStrings,155,Фиолетовый
gameplay:GameplayStrings:156:color_pink,GameplayStrings,156,Розовый
gameplay:GameplayStrings:157:color_gray,GameplayStrings,157,Серый
gameplay:GameplayStrings:158:color_black,GameplayStrings,158,Чёрный
gameplay:GameplayStrings:159:color_white,GameplayStrings,159,Белый
gameplay:GameplayStrings:160:color_teal,GameplayStrings,160,Бирюзовый
gameplay:GameplayStrings:161:color_cyan,GameplayStrings,161,Голубой
gameplay:GameplayStrings:162:color_brown,GameplayStrings,162,Коричневый
gameplay:GameplayStrings:163:strobinglights,GameplayStrings,163,Мигающий свет?
gameplay:GameplayStrings:164:controls_unmapped,GameplayStrings,164,Одно или несколько действий не назначено!
gameplay:GameplayStrings:165:editcontrolmapping,GameplayStrings,165,Настроить управление
gameplay:GameplayStrings:166:resetdefault,GameplayStrings,166,Сбросить настройки
gameplay:GameplayStrings:167:partnerreading,GameplayStrings,167,Партнёр всё ещё читает. Подожди…
gameplay:GameplayStrings:168:internetaccessheading_xbox,GameplayStrings,168,Нет доступа в интернет
gameplay:GameplayStrings:169:internetaccessheading_ps,GameplayStrings,169,Нет доступа в интернет
gameplay:GameplayStrings:170:internetaccess1_xbox,GameplayStrings,170,Нет подключения к сети. Онлайн-функции будут отключены.
gameplay:GameplayStrings:171:internetaccess1_ps,GameplayStrings,171,Нет подключения к сети. Онлайн-функции будут отключены.
gameplay:GameplayStrings:172:internetaccess2_xbox,GameplayStrings,172,Нет подключения к интернету. Для доступа к некоторым функциям игры требуется подключение к сети. Будет доступен только офлайн-контент.
gameplay:GameplayStrings:173:internetaccess2_ps,GameplayStrings,173,Нет подключения к интернету. Для доступа к некоторым функциям игры требуется подключение к сети. Будет доступен только офлайн-контент.
gameplay:GameplayStrings:174:parentalcontrolsheading_xbox,GameplayStrings,174,Доступ заблокирован родительским контролем
gameplay:GameplayStrings:175:parentalcontrolsheading_ps,GameplayStrings,175,Доступ заблокирован родительским контролем
gameplay:GameplayStrings:176:parentalcontrols1_xbox,GameplayStrings,176,"Играть в онлайн-мультиплеер нельзя из-за настроек твоего аккаунта Microsoft. Убедись, что настройки онлайн-безопасности разрешают мультиплеер, и что у тебя активна подписка Xbox Live Gold."
gameplay:GameplayStrings:177:genconnectionerrorheading_xbox,GameplayStrings,177,Ошибка подключения
gameplay:GameplayStrings:178:genconnectionerrorheading_ps,GameplayStrings,178,Ошибка подключения
gameplay:GameplayStrings:179:genconnectionerror_xbox,GameplayStrings,179,Не удалось подключиться к серверу. Проверь подключение к интернету и попробуй ещё раз.
gameplay:GameplayStrings:180:genconnectionerror_ps,GameplayStrings,180,Не удалось подключиться к серверу. Проверь подключение к интернету и попробуй ещё раз.
gameplay:GameplayStrings:181:subscriptionplanheading_xbox,GameplayStrings,181,Нет требуемой подписки
gameplay:GameplayStrings:182:subscriptionplanheading_ps,GameplayStrings,182,Нет требуемой подписки
gameplay:GameplayStrings:183:subscriptionplaystation,GameplayStrings,183,Для игры онлайн требуется активная подписка PlayStation®Plus
gameplay:GameplayStrings:184:subscriptionxbox,GameplayStrings,184,Для игры онлайн требуется активная подписка Xbox Live Gold
gameplay:GameplayStrings:185:controllerdisconnectedheading_xbox,GameplayStrings,185,Контроллер отключён
gameplay:GameplayStrings:186:controllerdisconnectedheading_ps,GameplayStrings,186,Контроллер отключён
gameplay:GameplayStrings:187:controllerdisconnected1_xbox,GameplayStrings,187,Контроллер отключён. Подключи его снова.
gameplay:GameplayStrings:188:controllerdisconnected1_ps,GameplayStrings,188,Контроллер отключён. Подключи его снова.
gameplay:GameplayStrings:189:profsignoutheading_xbox,GameplayStrings,189,Профиль отключён
gameplay:GameplayStrings:190:profsignoutheading_ps,GameplayStrings,190,Профиль отключён
gameplay:GameplayStrings:191:profsignout1_xbox,GameplayStrings,191,"{UserName} вышел из аккаунта. Войди с тем же профилем, чтобы продолжить, или вернись в главное меню."
gameplay:GameplayStrings:192:profsignout1_ps,GameplayStrings,192,"{UserName} вышел из аккаунта. Войди с тем же профилем, чтобы продолжить, или вернись в главное меню."
gameplay:GameplayStrings:193:splitscreenToggle,GameplayStrings,193,Разделить экран
gameplay:GameplayStrings:195:exitGame,GameplayStrings,195,Выйти из игры
gameplay:GameplayStrings:196:startGame,GameplayStrings,196,Начать игру
gameplay:GameplayStrings:197:noControllerDetected,GameplayStrings,197,Контроллер не обнаружен.
gameplay:GameplayStrings:198:p1,GameplayStrings,198,Игрок 1:
gameplay:GameplayStrings:199:p2,GameplayStrings,199,Игрок 2:
gameplay:GameplayStrings:200:dropOut,GameplayStrings,200,Выйти
gameplay:GameplayStrings:201:join,GameplayStrings,201,Присоединиться
gameplay:GameplayStrings:202:levelSelectHeader,GameplayStrings,202,Карта кампуса
gameplay:GameplayStrings:203:visit,GameplayStrings,203,Посетить
gameplay:GameplayStrings:204:reviewHeader,GameplayStrings,204,Обзор головоломки:
gameplay:GameplayStrings:205:solvedAt,GameplayStrings,205,Решено за:
gameplay:GameplayStrings:206:difficulty1,GameplayStrings,206,Легко
gameplay:GameplayStrings:207:difficulty2,GameplayStrings,207,Средне
gameplay:GameplayStrings:208:difficulty3,GameplayStrings,208,Сложно
gameplay:GameplayStrings:209:difficulty4,GameplayStrings,209,Очень сложно
gameplay:GameplayStrings:211:min,GameplayStrings,211,мин
gameplay:GameplayStrings:212:timeLimit,GameplayStrings,212,Ограничение времени:
gameplay:GameplayStrings:213:difficulty,GameplayStrings,213,Сложность:
gameplay:GameplayStrings:214:bestTime,GameplayStrings,214,Лучшее время / оценка:
gameplay:GameplayStrings:216:pencilAndPaperTip,GameplayStrings,216,Совет: держи под рукой бумагу и карандаш.
gameplay:GameplayStrings:217:talkToPartnerTip,GameplayStrings,217,Совет: вместе мы сила! Не забывай общаться с напарником.
gameplay:GameplayStrings:218:credits,GameplayStrings,218,Титры
gameplay:GameplayStrings:219:play,GameplayStrings,219,Играть
gameplay:GameplayStrings:220:solo,GameplayStrings,220,Одиночная игра
gameplay:GameplayStrings:221:localMultiplayer,GameplayStrings,221,Локальная игра
gameplay:GameplayStrings:222:online,GameplayStrings,222,Сетевая игра
gameplay:GameplayStrings:223:selectGameFile,GameplayStrings,223,Выберите сохранение
gameplay:GameplayStrings:224:lastPlayed,GameplayStrings,224,Последняя игра:
gameplay:GameplayStrings:225:totalTimePlayed,GameplayStrings,225,Общее время игры:
gameplay:GameplayStrings:226:newGame,GameplayStrings,226,Начать новую игру
gameplay:GameplayStrings:227:eraseGame,GameplayStrings,227,Удалить файл сохранения
gameplay:GameplayStrings:228:eraseConfirm,GameplayStrings,228,"Ты уверен, что хочешь удалить этот файл сохранения? Это действие нельзя отменить."
gameplay:GameplayStrings:229:eraseConfirmB,GameplayStrings,229,Файл сохранения удалён.
gameplay:GameplayStrings:230:hostGame,GameplayStrings,230,Создать игру
gameplay:GameplayStrings:231:joinGame,GameplayStrings,231,Присоединиться по коду друга
gameplay:GameplayStrings:232:waitingForPlayers,GameplayStrings,232,Ожидание игроков
gameplay:GameplayStrings:233:pressAnyButton,GameplayStrings,233,Нажми любую кнопку
gameplay:GameplayStrings:234:ready,GameplayStrings,234,Готов
gameplay:GameplayStrings:235:player1,GameplayStrings,235,Игрок 1
gameplay:GameplayStrings:236:player2,GameplayStrings,236,Игрок 2
gameplay:GameplayStrings:237:options,GameplayStrings,237,Настройки
gameplay:GameplayStrings:238:waitingForFriend,GameplayStrings,238,Ожидание друга…
gameplay:GameplayStrings:239:shareThisCode,GameplayStrings,239,Поделитесь этим кодом с другом:
gameplay:GameplayStrings:240:copy,GameplayStrings,240,Копировать
gameplay:GameplayStrings:241:wantsToJoin,GameplayStrings,241,Хочет присоединиться
gameplay:GameplayStrings:242:reject,GameplayStrings,242,Отклонить
gameplay:GameplayStrings:243:accept,GameplayStrings,243,Принять
gameplay:GameplayStrings:244:enterFriendCode,GameplayStrings,244,Введите код друга
gameplay:GameplayStrings:245:connect,GameplayStrings,245,Подключиться
gameplay:GameplayStrings:246:gradeAPlus,GameplayStrings,246,A+
gameplay:GameplayStrings:247:gradeAReg,GameplayStrings,247,A
gameplay:GameplayStrings:248:gradeAMinus,GameplayStrings,248,A-
gameplay:GameplayStrings:249:gradeBPlus,GameplayStrings,249,B+
gameplay:GameplayStrings:250:gradeBReg,GameplayStrings,250,B
gameplay:GameplayStrings:251:gradeBMinus,GameplayStrings,251,B-
gameplay:GameplayStrings:252:gradeCPlus,GameplayStrings,252,C+
gameplay:GameplayStrings:253:gradeCReg,GameplayStrings,253,C
gameplay:GameplayStrings:254:reportCard,GameplayStrings,254,Дневник
gameplay:GameplayStrings:255:schoolLongTitle,GameplayStrings,255,Академия искусств и наук побегов
gameplay:GameplayStrings:256:officialCourse,GameplayStrings,256,Официальный курс
gameplay:GameplayStrings:257:popQuiz,GameplayStrings,257,Внезапный тест
gameplay:GameplayStrings:258:fieldWork,GameplayStrings,258,Практика
gameplay:GameplayStrings:259:totalEscapeTime,GameplayStrings,259,Общее время побега
gameplay:GameplayStrings:260:hintsUsed,GameplayStrings,260,Использовано подсказок
gameplay:GameplayStrings:261:finalGrade,GameplayStrings,261,Итоговая оценка
gameplay:GameplayStrings:262:instructorsComments,GameplayStrings,262,Комментарии преподавателя
gameplay:GameplayStrings:263:instructorsSignature,GameplayStrings,263,Подпись преподавателя
gameplay:GameplayStrings:264:prologue,GameplayStrings,264,Пролог
gameplay:GameplayStrings:265:chapter1,GameplayStrings,265,Глава первая
gameplay:GameplayStrings:266:chapter2,GameplayStrings,266,Глава вторая
gameplay:GameplayStrings:267:chapter3,GameplayStrings,267,Глава третья
gameplay:GameplayStrings:268:epilogue,GameplayStrings,268,Эпилог
gameplay:GameplayStrings:269:chapter1Sub,GameplayStrings,269,Осенний семестр
gameplay:GameplayStrings:270:chapter2Sub,GameplayStrings,270,Зимний семестр
gameplay:GameplayStrings:271:chapter3Sub,GameplayStrings,271,Весенний семестр
gameplay:GameplayStrings:272:dioramaAimAssist,GameplayStrings,272,Включить помощь при прицеливании?
gameplay:GameplayStrings:273:graduation,GameplayStrings,273,Выпускной
gameplay:GameplayStrings:274:youveEarned,GameplayStrings,274,Вы получили
gameplay:GameplayStrings:275:noInternet,GameplayStrings,275,Нет подключения к интернету
gameplay:GameplayStrings:276:skipped,GameplayStrings,276,Пропущено
gameplay:GameplayStrings:277:keepPlaying,GameplayStrings,277,Продолжить игру
gameplay:GameplayStrings:278:areYouSureQuit,GameplayStrings,278,"Вы уверены, что хотите выйти?"
gameplay:GameplayStrings:279:genericSystemError,GameplayStrings,279,Что-то пошло не так.
gameplay:GameplayStrings:280:copiedConfirm,GameplayStrings,280,Скопировано в буфер обмена
gameplay:GameplayStrings:281:summerSub,GameplayStrings,281,Лето
gameplay:GameplayStrings:282:veryLow,GameplayStrings,282,Очень низкое
gameplay:GameplayStrings:283:low,GameplayStrings,283,Низкое
gameplay:GameplayStrings:284:medium,GameplayStrings,284,Среднее
gameplay:GameplayStrings:285:high,GameplayStrings,285,Высокое
gameplay:GameplayStrings:286:veryHigh,GameplayStrings,286,Очень высокое
gameplay:GameplayStrings:287:ultra,GameplayStrings,287,Ультра
gameplay:GameplayStrings:289:HMODiplomas,GameplayStrings,289,"У директора, похоже, целая куча дипломов."
gameplay:GameplayStrings:290:HMOArt,GameplayStrings,290,Слишком абстрактно на мой вкус.
gameplay:GameplayStrings:291:HMOCandle,GameplayStrings,291,Оставлять это гореть всё время точно небезопасно.
gameplay:GameplayStrings:292:HMOPaper,GameplayStrings,292,«Вход только по записи. Никаких исключений!»
gameplay:GameplayStrings:293:UNPLadder,GameplayStrings,293,"Лестница такая ржавая, что от одного взгляда можно подхватить столбняк."
gameplay:GameplayStrings:294:UNPWater,GameplayStrings,294,Неужели <i>здесь</i> действительно проводят занятия?
gameplay:GameplayStrings:295:UNPPower,GameplayStrings,295,Линии электропередач рядом с текущей водой. Никаких проблем не вижу.
gameplay:GameplayStrings:296:UNPPuddle,GameplayStrings,296,Знак «Мокрый пол» был бы весьма кстати.
gameplay:GameplayStrings:297:LibBook1,GameplayStrings,297,«Введение в искусство побега»
gameplay:GameplayStrings:298:LibBook2,GameplayStrings,298,«Побеги для идиотов». Эту книгу я читать не буду.
gameplay:GameplayStrings:299:LibBook3,GameplayStrings,299,«Продвинутая работа с отмычками». Я здесь ни слова не понимаю.
gameplay:GameplayStrings:300:LibBook4,GameplayStrings,300,«Замочные скважины сквозь века». Захватывающее чтиво.
gameplay:GameplayStrings:301:LibBook5,GameplayStrings,301,«Как избежать неловкого разговора»
gameplay:GameplayStrings:302:EELBadge,GameplayStrings,302,Знак головореза
gameplay:GameplayStrings:303:HMOBadge,GameplayStrings,303,Знак новичка
gameplay:GameplayStrings:304:ACRBadge,GameplayStrings,304,Знак трафарета
gameplay:GameplayStrings:305:UNPBadge,GameplayStrings,305,Знак давления
gameplay:GameplayStrings:306:BRKBadge,GameplayStrings,306,Знак извлечения
gameplay:GameplayStrings:307:TBTBadge,GameplayStrings,307,Знак конституции
gameplay:GameplayStrings:308:POTBadge,GameplayStrings,308,Знак ботаники
gameplay:GameplayStrings:309:LABBadge,GameplayStrings,309,Знак честности
gameplay:GameplayStrings:310:RVRBadge,GameplayStrings,310,Знак вершины
gameplay:GameplayStrings:311:LIBBadge,GameplayStrings,311,Знак безопасности
gameplay:GameplayStrings:312:TNTBadge,GameplayStrings,312,Знак безмятежности
gameplay:GameplayStrings:313:FINBadge,GameplayStrings,313,Печать побега
gameplay:GameplayStrings:314:TUTName,GameplayStrings,314,Знакомство
gameplay:GameplayStrings:315:HMOName,GameplayStrings,315,Вступительный экзамен
gameplay:GameplayStrings:316:UNPName,GameplayStrings,316,Под давлением
gameplay:GameplayStrings:317:ACRName,GameplayStrings,317,Мастер побега
gameplay:GameplayStrings:318:BRKName,GameplayStrings,318,Прорыв
gameplay:GameplayStrings:319:TBTName,GameplayStrings,319,Испытание вкусом
gameplay:GameplayStrings:320:POTName,GameplayStrings,320,Чайник
gameplay:GameplayStrings:321:LABName,GameplayStrings,321,Подопытный
gameplay:GameplayStrings:322:RVRName,GameplayStrings,322,Комната соперника
gameplay:GameplayStrings:323:LIBName,GameplayStrings,323,"Где дым, там и огонь"
gameplay:GameplayStrings:324:TNTName,GameplayStrings,324,Чай и взрыв
gameplay:GameplayStrings:325:FINName,GameplayStrings,325,Что скрывается внизу
gameplay:GameplayStrings:326:EMOName,GameplayStrings,326,Противостояние
gameplay:GameplayStrings:327:HMO_AREA,GameplayStrings,327,Кабинет директора
gameplay:GameplayStrings:328:ACR_AREA,GameplayStrings,328,Зал эскапистов
gameplay:GameplayStrings:329:LAB_AREA,GameplayStrings,329,Компьютерная лаборатория
gameplay:GameplayStrings:330:LIB_AREA,GameplayStrings,330,Библиотека
gameplay:GameplayStrings:331:POT_AREA,GameplayStrings,331,Теплица
gameplay:GameplayStrings:332:RVR_AREA,GameplayStrings,332,Арена
gameplay:GameplayStrings:333:TBT_AREA,GameplayStrings,333,Столовая
gameplay:GameplayStrings:334:TNT_AREA,GameplayStrings,334,Двор
gameplay:GameplayStrings:335:UNP_AREA,GameplayStrings,335,Дробилка
gameplay:GameplayStrings:336:TUT_AREA,GameplayStrings,336,Хижина побегов
gameplay:GameplayStrings:337:DORM_AREA,GameplayStrings,337,Моя комната
gameplay:GameplayStrings:338:HMOBadgeDesc,GameplayStrings,338,Знак новичка. Теперь я официально студент.
gameplay:GameplayStrings:339:ACRBadgeDesc,GameplayStrings,339,Знак трафарета. Я и правда оставил свой след.
gameplay:GameplayStrings:340:UNPBadgeDesc,GameplayStrings,340,Знак давления. Носки до сих пор мокрые.
gameplay:GameplayStrings:341:BRKBadgeDesc,GameplayStrings,341,Знак извлечения. Моя первая настоящая миссия.
gameplay:GameplayStrings:342:TBTBadgeDesc,GameplayStrings,342,Знак конституции. Моя селезёнка до сих пор не оправилась.
gameplay:GameplayStrings:343:POTBadgeDesc,GameplayStrings,343,"Знак ботаники. Я потею, стоит только об этом подумать."
gameplay:GameplayStrings:344:LABBadgeDesc,GameplayStrings,344,Знак честности. Кванти явно решил меня уничтожить!
gameplay:GameplayStrings:345:RVRBadgeDesc,GameplayStrings,345,"Знак вершины. Я показал Гиллиан, кто здесь лучший."
gameplay:GameplayStrings:346:TNTBadgeDesc,GameplayStrings,346,Знак безмятежности. Не назвал бы этот опыт успокаивающим.
gameplay:GameplayStrings:347:LIBBadgeDesc,GameplayStrings,347,"Знак безопасности. Хорошо, что мы не потеряли Джеба."
gameplay:GameplayStrings:348:FINBadgeDesc,GameplayStrings,348,Печать побегов. Теперь всё официально!
